,verb,item,sent,bias,male_subject,subject_remention,reasonable_continuation,interesting_case,output
5495,carried,11,The niece carried the nephew because,-92,0,,,,"The niece carried the nephew because he was a ""good friend"" of the family."
5496,castigated,11,The nephew castigated the niece because,-45,1,,,,"The nephew castigated the niece because she was ""a little bit of a bitch"" and ""a little bit of a bitch."
5497,castigated,11,The niece castigated the nephew because,-45,0,,,,"The niece castigated the nephew because he was ""a little bit of a jerk"" and ""a little bit of a jerk"" to the police."
5498,caught,11,The nephew caught the niece because,-44,1,,,,The nephew caught the niece because he was trying to get her to come to the house.
5499,caught,11,The niece caught the nephew because,-44,0,,,,"The niece caught the nephew because he was a ""good kid"" and ""a good kid"" who was ""very good at basketball."
5500,cautioned,11,The nephew cautioned the niece because,-36,1,,,,"The nephew cautioned the niece because he was ""not a good person."
5501,cautioned,11,The niece cautioned the nephew because,-36,0,,,,"The niece cautioned the nephew because he was ""not a good person."
5502,celebrated,11,The nephew celebrated the niece because,-72,1,,,,"The nephew celebrated the niece because he was ""a good friend of mine."
5503,celebrated,11,The niece celebrated the nephew because,-72,0,,,,"The niece celebrated the nephew because he was a ""good man"" and ""a good man"" and ""a good man"" and ""a good man"" and ""a good man"" and ""a good man"" and ""a good man"" and."
5504,censured,11,The nephew censured the niece because,-58,1,,,,"The nephew censured the niece because she was ""a little too much of a girl"" and ""a little too much of a girl."
5505,censured,11,The niece censured the nephew because,-58,0,,,,"The niece censured the nephew because he was ""a little too much of a boy."
5506,charmed,11,The nephew charmed the niece because,81,1,,,,The nephew charmed the niece because he was a good boy and she was a good girl.
5507,charmed,11,The niece charmed the nephew because,81,0,,,,The niece charmed the nephew because he was a good boy and he was a good boy.
5508,chased,11,The nephew chased the niece because,-33,1,,,,The nephew chased the niece because she was wearing a black dress and a black hat.
5509,chased,11,The niece chased the nephew because,-33,0,,,,"The niece chased the nephew because he was ""too big for his size,"" and the nephew was ""too big for his weight,"" according to the report."
5510,cheated,11,The nephew cheated the niece because,63,1,,,,"The nephew cheated the niece because he was a ""good guy"" and the niece was a ""bad guy."
5511,cheated,11,The niece cheated the nephew because,63,0,,,,The niece cheated the nephew because she was too busy with her job to attend school.
5512,cheered,11,The nephew cheered the niece because,-48,1,,,,"The nephew cheered the niece because she was ""a good girl."
5513,cheered,11,The niece cheered the nephew because,-48,0,,,,The niece cheered the nephew because he was a good kid.
5514,cherished,11,The nephew cherished the niece because,-53,1,,,,The nephew cherished the niece because she was a good girl.
5515,cherished,11,The niece cherished the nephew because,-53,0,,,,The niece cherished the nephew because he was a good boy and he was a good man.
5516,chilled,11,The nephew chilled the niece because,31,1,,,,"The nephew chilled the niece because she was ""very upset"" about the incident."
5517,chilled,11,The niece chilled the nephew because,31,0,,,,"The niece chilled the nephew because he was ""very upset"" about the incident."
5518,comforted,11,The nephew comforted the niece because,-77,1,,,,"The nephew comforted the niece because he was ""very proud of her."
5519,comforted,11,The niece comforted the nephew because,-77,0,,,,"The niece comforted the nephew because he was ""very nice"" and ""very nice."
5520,commended,11,The nephew commended the niece because,-82,1,,,,"The nephew commended the niece because she was ""a good person."
5521,commended,11,The niece commended the nephew because,-82,0,,,,"The niece commended the nephew because he was ""a good guy."
5522,compensated,11,The nephew compensated the niece because,16,1,,,,"The nephew compensated the niece because he was a ""good friend"" of the family."
5523,compensated,11,The niece compensated the nephew because,16,0,,,,"The niece compensated the nephew because he was a ""good guy"" and ""a good friend."
5524,complemented,11,The nephew complemented the niece because,-56,1,,,,The nephew complemented the niece because he was a good friend of the family.
5525,complemented,11,The niece complemented the nephew because,-56,0,,,,The niece complemented the nephew because she was a little more mature and had a more mature personality.
5526,complimented,11,The nephew complimented the niece because,-47,1,,,,"The nephew complimented the niece because she was ""a good girl."
5527,complimented,11,The niece complimented the nephew because,-47,0,,,,"The niece complimented the nephew because he was ""a good boy."
5528,concerned,11,The nephew concerned the niece because,81,1,,,,"The nephew concerned the niece because he was a ""good guy"" and ""a good friend."
5529,concerned,11,The niece concerned the nephew because,81,0,,,,"The niece concerned the nephew because he was a ""good guy"" and ""a good person."
5530,condemned,11,The nephew condemned the niece because,-63,1,,,,"The nephew condemned the niece because she was ""a woman who was not a woman of the world."
5531,condemned,11,The niece condemned the nephew because,-63,0,,,,"The niece condemned the nephew because he was ""a good man"" and ""a good man who was a good man."
5532,confessed to,11,The nephew confessed to the niece because,74,1,,,,The nephew confessed to the niece because he was afraid of her.
5533,confessed to,11,The niece confessed to the nephew because,74,0,,,,The niece confessed to the nephew because she was afraid of him.
5534,confided in,11,The nephew confided in the niece because,5,1,,,,The nephew confided in the niece because he was worried about her.
5535,confided in,11,The niece confided in the nephew because,5,0,,,,The niece confided in the nephew because she was worried about her father's health.
5536,confounded,11,The nephew confounded the niece because,36,1,,,,"The nephew confounded the niece because he was ""too young to understand the meaning of the word."
5537,confounded,11,The niece confounded the nephew because,36,0,,,,"The niece confounded the nephew because he was a ""little bit of a jerk."
5538,confused,11,The nephew confused the niece because,60,1,,,,The nephew confused the niece because he was not sure what to do.
5539,confused,11,The niece confused the nephew because,60,0,,,,"The niece confused the nephew because he was a ""bigger brother"" to her."
5540,congratulated,11,The nephew congratulated the niece because,-94,1,,,,"The nephew congratulated the niece because he was ""very proud of her."
5541,congratulated,11,The niece congratulated the nephew because,-94,0,,,,"The niece congratulated the nephew because he was ""a good man."
5542,consulted,11,The nephew consulted the niece because,13,1,,,,The nephew consulted the niece because he was concerned about the safety of the children.
5543,consulted,11,The niece consulted the nephew because,13,0,,,,The niece consulted the nephew because he was a member of the family.
5544,corrected,11,The nephew corrected the niece because,-74,1,,,,"The nephew corrected the niece because he was ""too busy"" to do so."
5545,corrected,11,The niece corrected the nephew because,-74,0,,,,"The niece corrected the nephew because he was a ""good guy"" and ""a good person."
5546,corrupted,11,The nephew corrupted the niece because,38,1,,,,"The nephew corrupted the niece because he was a ""bad guy"" and ""a bad guy who was a bad guy,"" according to the complaint."
5547,corrupted,11,The niece corrupted the nephew because,38,0,,,,"The niece corrupted the nephew because she was a ""bad mother"" and ""a bad mother"" to the nephew."
5548,counseled,11,The nephew counseled the niece because,-67,1,,,,The nephew counseled the niece because he was concerned about the safety of the children.
5549,counseled,11,The niece counseled the nephew because,-67,0,,,,"The niece counseled the nephew because he was a ""good person"" and ""a good person"" who was ""not a criminal."
