verb;item;sent;bias;subject_gender;output
met;12;The sister met the brother because;53;0;The sister met the brother because she was a student at the University of California, Berkeley.
missed;12;The brother missed the sister because;-45;1;The brother missed the sister because he was too busy with his business.
missed;12;The sister missed the brother because;-45;0;The sister missed the brother because she was too busy with her job to attend school.
mocked;12;The brother mocked the sister because;-33;1;"The brother mocked the sister because she was ""a little bit of a bitch"" and ""a little bit of a bitch."
mocked;12;The sister mocked the brother because;-33;0;"The sister mocked the brother because he was a ""fucking idiot"" and ""a fucking idiot."
mourned;12;The brother mourned the sister because;-72;1;The brother mourned the sister because she was a good girl.
mourned;12;The sister mourned the brother because;-72;0;The sister mourned the brother because he was a good man.
moved;12;The brother moved the sister because;-11;1;The brother moved the sister because he was afraid of her.
moved;12;The sister moved the brother because;-11;0;The sister moved the brother because he was a good man and he was a good man.
noticed;12;The brother noticed the sister because;-92;1;The brother noticed the sister because he was in the middle of a fight.
noticed;12;The sister noticed the brother because;-92;0;The sister noticed the brother because he was wearing a black shirt and black pants.
ordered around;12;The brother ordered around the sister because;53;1;The brother ordered around the sister because he was afraid of her.
ordered around;12;The sister ordered around the brother because;53;0;The sister ordered around the brother because he was a good guy and he was a good person.
pacified;12;The brother pacified the sister because;-49;1;The brother pacified the sister because he was afraid of the girl's reaction.
pacified;12;The sister pacified the brother because;-49;0;The sister pacified the brother because he was afraid of the other man.
pardoned;12;The brother pardoned the sister because;-38;1;"The brother pardoned the sister because he was ""not a good person."
pardoned;12;The sister pardoned the brother because;-38;0;The sister pardoned the brother because he had been a good man.
passed;12;The brother passed the sister because;0;1;The brother passed the sister because he was afraid of her.
passed;12;The sister passed the brother because;0;0;The sister passed the brother because he was a good man.
penalized;12;The brother penalized the sister because;-77;1;"The brother penalized the sister because he was a ""bad boy"" and ""a bad boy"" who was ""not a good boy."
penalized;12;The sister penalized the brother because;-77;0;"The sister penalized the brother because he was a ""child abuser"" and ""a child molester."
persecuted;12;The brother persecuted the sister because;-22;1;The brother persecuted the sister because he was a Christian.
persecuted;12;The sister persecuted the brother because;-22;0;The sister persecuted the brother because he was a member of the Muslim Brotherhood.
picked up;12;The brother picked up the sister because;-71;1;The brother picked up the sister because he was in the middle of a fight and she was trying to get away from him.
picked up;12;The sister picked up the brother because;-71;0;The sister picked up the brother because he was a good friend of hers.
plagued;12;The brother plagued the sister because;58;1;The brother plagued the sister because of his lack of a job.
plagued;12;The sister plagued the brother because;58;0;The sister plagued the brother because of his lack of a job.
played;12;The brother played the sister because;43;1;The brother played the sister because he was a good boy.
played;12;The sister played the brother because;43;0;The sister played the brother because she was a little bit older than him.
played with;12;The brother played with the sister because;-13;1;The brother played with the sister because he was a little bit older than her.
