,verb,item,sent,bias,subject_gender,surprisal_he,surprisal_she,subject_preference
5357,tailed,10,The daughter tailed the son because,58,0,1.887662649,1.945834041,-0.058171392
5358,telephoned,10,The son telephoned the daughter because,82,1,1.578928351,2.121667147,0.542738796
5359,telephoned,10,The daughter telephoned the son because,82,0,1.779383421,1.74155283,0.037830591
5360,thanked,10,The son thanked the daughter because,-92,1,1.757230997,1.708261251,-0.048969746
5361,thanked,10,The daughter thanked the son because,-92,0,1.470458865,2.125313759,-0.654854894
5362,tolerated,10,The son tolerated the daughter because,4,1,1.706541061,1.688852906,-0.017688155
5363,tolerated,10,The daughter tolerated the son because,4,0,1.623844862,1.708697081,-0.084852219
5364,took away,10,The son took away the daughter because,-50,1,1.541725755,1.887375116,0.345649361
5365,took away,10,The daughter took away the son because,-50,0,1.604596138,1.753673434,-0.149077296
5366,tormented,10,The son tormented the daughter because,45,1,1.738256812,1.980683565,0.242426753
5367,tormented,10,The daughter tormented the son because,45,0,1.773439646,1.915439606,-0.14199996
5368,tracked,10,The son tracked the daughter because,36,1,1.742078662,1.972056627,0.229977965
5369,tracked,10,The daughter tracked the son because,36,0,1.781282783,1.824440837,-0.043158054
5370,trailed,10,The son trailed the daughter because,66,1,1.87816155,2.413294315,0.535132765
5371,trailed,10,The daughter trailed the son because,66,0,2.068024874,1.885828018,0.182196856
5372,treasured,10,The son treasured the daughter because,-76,1,1.87538147,1.631633878,-0.243747592
5373,treasured,10,The daughter treasured the son because,-76,0,1.487798572,2.188364983,-0.700566411
5374,troubled,10,The son troubled the daughter because,68,1,1.694385648,2.180218697,0.485833049
5375,troubled,10,The daughter troubled the son because,68,0,1.874114275,1.933595419,-0.059481144
5376,trusted,10,The son trusted the daughter because,-49,1,1.61544776,1.866746187,0.251298427
5377,trusted,10,The daughter trusted the son because,-49,0,1.687259078,1.699421644,-0.012162566
5378,unnerved,10,The son unnerved the daughter because,70,1,1.603723168,2.129478216,0.525755048
5379,unnerved,10,The daughter unnerved the son because,70,0,1.747323036,1.846065879,-0.098742843
5380,unsettled,10,The son unsettled the daughter because,62,1,1.870366454,2.241837978,0.371471524
5381,unsettled,10,The daughter unsettled the son because,62,0,1.900337458,2.063041449,-0.162703991
5382,uplifted,10,The son uplifted the daughter because,-1,1,1.923051715,2.371219158,0.448167443
5383,uplifted,10,The daughter uplifted the son because,-1,0,1.810328603,2.208778143,-0.39844954
5384,upset,10,The son upset the daughter because,66,1,1.531560779,2.006882191,0.475321412
5385,upset,10,The daughter upset the son because,66,0,1.577094674,1.87944293,-0.302348256
5386,valued,10,The son valued the daughter because,-98,1,1.710060596,1.832974553,0.122913957
5387,valued,10,The daughter valued the son because,-98,0,1.530545592,2.04041791,-0.509872318
5388,venerated,10,The son venerated the daughter because,-32,1,1.95849216,1.8699857,-0.08850646
5389,venerated,10,The daughter venerated the son because,-32,0,1.986833572,1.96891427,0.017919302
5390,victimized,10,The son victimized the daughter because,15,1,1.495727777,2.107028484,0.611300707
5391,victimized,10,The daughter victimized the son because,15,0,1.704930782,1.843562603,-0.138631821
5392,vilified,10,The son vilified the daughter because,26,1,1.870211244,2.022716999,0.152505755
5393,vilified,10,The daughter vilified the son because,26,0,1.852715611,2.13752985,-0.284814239
5394,visited,10,The son visited the daughter because,-45,1,1.60628891,2.113442421,0.507153511
5395,visited,10,The daughter visited the son because,-45,0,1.886479855,1.644801617,0.241678238
5396,wanted,10,The son wanted the daughter because,-26,1,1.462835789,1.837411165,0.374575376
5397,wanted,10,The daughter wanted the son because,-26,0,1.674135089,1.605562091,0.068572998
5398,warned,10,The son warned the daughter because,-17,1,2.11748147,2.486212254,0.368730784
5399,warned,10,The daughter warned the son because,-17,0,2.185333967,2.46354413,-0.278210163
5400,welcomed,10,The son welcomed the daughter because,-17,1,1.7046597,2.156492472,0.451832772
5401,welcomed,10,The daughter welcomed the son because,-17,0,1.722422481,1.95838809,-0.235965609
5402,worried,10,The son worried the daughter because,76,1,1.863901377,1.929612517,0.06571114
5403,worried,10,The daughter worried the son because,76,0,1.667293906,2.077564716,-0.41027081
5404,worried about,10,The son worried about the daughter because,-71,1,1.848180532,1.868796468,0.020615936
5405,worried about,10,The daughter worried about the son because,-71,0,1.663250089,1.897465706,-0.234215617
5406,worshipped,10,The son worshipped the daughter because,-54,1,1.937193871,1.896798611,-0.04039526
5407,worshipped,10,The daughter worshipped the son because,-54,0,2.02652669,1.7774297,0.24909699
5408,wounded,10,The son wounded the daughter because,33,1,1.612386823,1.963143468,0.350756645
5409,wounded,10,The daughter wounded the son because,33,0,1.540784359,2.11109519,-0.570310831
5410,yelled at,10,The son yelled at the daughter because,-57,1,1.755348444,1.586987138,-0.168361306
5411,yelled at,10,The daughter yelled at the son because,-57,0,1.330134273,2.064293861,-0.734159588
5412,abandoned,11,The nephew abandoned the niece because,33,1,1.739264011,1.882056355,0.142792344
5413,abandoned,11,The niece abandoned the nephew because,33,0,1.742092252,1.845953226,-0.103860974
5414,acclaimed,11,The nephew acclaimed the niece because,-58,1,1.864373088,2.192207813,0.327834725
5415,acclaimed,11,The niece acclaimed the nephew because,-58,0,1.748594761,2.329664946,-0.581070185
5416,accompanied,11,The nephew accompanied the niece because,-48,1,1.776775718,2.148654461,0.371878743
5417,accompanied,11,The niece accompanied the nephew because,-48,0,1.91888237,1.903538704,0.015343666
5418,accused,11,The nephew accused the niece because,2,1,1.910679936,2.037760019,0.127080083
5419,accused,11,The niece accused the nephew because,2,0,1.845026255,2.426597118,-0.581570863
5420,admired,11,The nephew admired the niece because,-92,1,2.039633036,1.63771069,-0.401922346
5421,admired,11,The niece admired the nephew because,-92,0,1.459065557,2.352880001,-0.893814444
5422,admonished,11,The nephew admonished the niece because,-32,1,2.270379543,2.134950638,-0.135428905
5423,admonished,11,The niece admonished the nephew because,-32,0,1.840222359,2.574216843,-0.733994484
5424,adored,11,The nephew adored the niece because,-74,1,2.142524719,1.584062696,-0.558462023
5425,adored,11,The niece adored the nephew because,-74,0,1.431913853,2.27897644,-0.847062587
5426,advised,11,The nephew advised the niece because,-28,1,2.03917408,2.506900787,0.467726707
5427,advised,11,The niece advised the nephew because,-28,0,2.2119596,2.346915245,-0.134955645
5428,affected,11,The nephew affected the niece because,29,1,1.955926538,2.150385141,0.194458603
5429,affected,11,The niece affected the nephew because,29,0,1.923056364,2.133089781,-0.210033417
5430,aggravated,11,The nephew aggravated the niece because,59,1,1.537330031,2.038451672,0.501121641
5431,aggravated,11,The niece aggravated the nephew because,59,0,1.76710701,1.775631785,-0.008524775
5432,agitated,11,The nephew agitated the niece because,85,1,1.799536347,1.860613585,0.061077238
5433,agitated,11,The niece agitated the nephew because,85,0,1.698288918,2.066282272,-0.367993354
5434,alarmed,11,The nephew alarmed the niece because,58,1,1.624399066,2.224593639,0.600194573
5435,alarmed,11,The niece alarmed the nephew because,58,0,1.914104342,1.9433496,-0.029245258
5436,alienated,11,The nephew alienated the niece because,41,1,1.687843561,2.164727926,0.476884365
5437,alienated,11,The niece alienated the nephew because,41,0,1.88655591,1.857360244,0.029195666
5438,amazed,11,The nephew amazed the niece because,68,1,1.568030715,1.981372476,0.413341761
5439,amazed,11,The niece amazed the nephew because,68,0,1.597891331,1.992785454,-0.394894123
5440,amused,11,The nephew amused the niece because,67,1,1.641252875,1.989907265,0.34865439
5441,amused,11,The niece amused the nephew because,67,0,1.668255806,1.955018282,-0.286762476
5442,angered,11,The nephew angered the niece because,85,1,1.438656926,2.004400015,0.565743089
5443,angered,11,The niece angered the nephew because,85,0,1.670210123,1.707336545,-0.037126422
5444,annoyed,11,The nephew annoyed the niece because,79,1,1.632373452,1.760119438,0.127745986
5445,annoyed,11,The niece annoyed the nephew because,79,0,1.558997512,1.861400723,-0.302403211
5446,answered,11,The nephew answered the niece because,-64,1,1.668408513,1.852762938,0.184354425
5447,answered,11,The niece answered the nephew because,-64,0,1.772195578,1.808067083,-0.035871505
5448,apologized to,11,The nephew apologized to the niece because,93,1,1.560506463,2.284748793,0.72424233
5449,apologized to,11,The niece apologized to the nephew because,93,0,2.006731033,1.82178247,0.184948563
5450,appalled,11,The nephew appalled the niece because,78,1,1.602383256,2.181389809,0.579006553
5451,appalled,11,The niece appalled the nephew because,78,0,1.813481331,1.989789724,-0.176308393
5452,applauded,11,The nephew applauded the niece because,-84,1,2.07823348,1.921407223,-0.156826257
5453,applauded,11,The niece applauded the nephew because,-84,0,1.608058095,2.497051477,-0.888993382
5454,appreciated,11,The nephew appreciated the niece because,-87,1,1.968945622,1.622107506,-0.346838116
5455,appreciated,11,The niece appreciated the nephew because,-87,0,1.422221899,2.268299341,-0.846077442
5456,approached,11,The nephew approached the niece because,39,1,1.60818994,1.737884164,0.129694224
5457,approached,11,The niece approached the nephew because,39,0,1.693892121,1.673826456,0.020065665
5458,astonished,11,The nephew astonished the niece because,51,1,1.515609145,2.06727457,0.551665425
5459,astonished,11,The niece astonished the nephew because,51,0,1.650011659,1.909477115,-0.259465456
5460,astounded,11,The nephew astounded the niece because,62,1,1.676273584,2.223227978,0.546954394
5461,astounded,11,The niece astounded the nephew because,62,0,1.849181294,2.014196634,-0.16501534
5462,attracted,11,The nephew attracted the niece because,87,1,1.77346921,2.131572962,0.358103752
5463,attracted,11,The niece attracted the nephew because,87,0,1.887637258,1.95262742,-0.064990162
5464,avoided,11,The nephew avoided the niece because,14,1,1.737796664,2.039968729,0.302172065
5465,avoided,11,The niece avoided the nephew because,14,0,1.979883194,1.694199443,0.285683751
5466,baffled,11,The nephew baffled the niece because,56,1,1.670170784,2.086033106,0.415862322
5467,baffled,11,The niece baffled the nephew because,56,0,1.736296654,1.982201576,-0.245904922
5468,banished,11,The nephew banished the niece because,-56,1,1.805353999,1.914927602,0.109573603
5469,banished,11,The niece banished the nephew because,-56,0,1.620438576,2.074692965,-0.454254389
5470,battled,11,The nephew battled the niece because,47,1,1.982689619,2.024658918,0.041969299
5471,battled,11,The niece battled the nephew because,47,0,2.101019382,1.993438125,0.107581257
5472,believed,11,The nephew believed the niece because,-54,1,2.245773792,2.008635759,-0.237138033
5473,believed,11,The niece believed the nephew because,-54,0,1.79056108,2.627073765,-0.836512685
5474,betrayed,11,The nephew betrayed the niece because,74,1,1.448910713,2.263750792,0.814840079
5475,betrayed,11,The niece betrayed the nephew because,74,0,2.013000011,1.585789442,0.427210569
5476,bewildered,11,The nephew bewildered the niece because,49,1,1.737756133,2.11101079,0.373254657
5477,bewildered,11,The niece bewildered the nephew because,49,0,1.750996828,2.103030205,-0.352033377
5478,blamed,11,The nephew blamed the niece because,-30,1,2.022079229,1.990830779,-0.03124845
5479,blamed,11,The niece blamed the nephew because,-30,0,1.816176534,2.310644627,-0.494468093
5480,blessed,11,The nephew blessed the niece because,-21,1,1.979177713,1.68435812,-0.294819593
5481,blessed,11,The niece blessed the nephew because,-21,0,1.583073735,2.252732754,-0.669659019
5482,bored,11,The nephew bored the niece because,73,1,1.770918131,1.646507144,-0.124410987
5483,bored,11,The niece bored the nephew because,73,0,1.48653841,1.981628299,-0.495089889
5484,bothered,11,The nephew bothered the niece because,59,1,1.829520226,1.794749379,-0.034770847
5485,bothered,11,The niece bothered the nephew because,59,0,1.67832315,1.871989369,-0.193666219
5486,called,11,The nephew called the niece because,82,1,1.793015242,1.871197224,0.078181982
5487,called,11,The niece called the nephew because,82,0,1.639701724,2.069795847,-0.430094123
5488,calmed,11,The nephew calmed the niece because,-53,1,1.799390316,2.001509905,0.202119589
5489,calmed,11,The niece calmed the nephew because,-53,0,1.769307613,2.034386635,-0.265079022
5490,calmed down,11,The nephew calmed down the niece because,-79,1,1.832340479,1.813177466,-0.019163013
5491,calmed down,11,The niece calmed down the nephew because,-79,0,1.645145059,1.989286542,-0.344141483
5492,captivated,11,The nephew captivated the niece because,78,1,1.649303436,1.900056958,0.250753522
5493,captivated,11,The niece captivated the nephew because,78,0,1.683749437,1.829744816,-0.145995379
5494,carried,11,The nephew carried the niece because,-92,1,1.853474736,1.919967294,0.066492558
5495,carried,11,The niece carried the nephew because,-92,0,1.795269251,2.044487238,-0.249217987
5496,castigated,11,The nephew castigated the niece because,-45,1,2.457607269,1.668694019,-0.78891325
5497,castigated,11,The niece castigated the nephew because,-45,0,1.538435698,2.380787373,-0.842351675
5498,caught,11,The nephew caught the niece because,-44,1,1.64026463,1.766887903,0.126623273
